,class
HP:0002135,(Abnormality of the nervous system(神经系统异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0002136,(Abnormality of the nervous system(神经系统异常));
HP:0002138,(Abnormality of the nervous system(神经系统异常));(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0002139,(Abnormality of the nervous system(神经系统异常));
HP:0002140,(Abnormality of the nervous system(神经系统异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0002141,(Abnormality of the nervous system(神经系统异常));
HP:0002143,(Abnormality of the nervous system(神经系统异常));
HP:0002144,(Abnormality of the nervous system(神经系统异常));
HP:0002145,(Abnormality of the nervous system(神经系统异常));
HP:0002148,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0002149,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0002150,(Abnormality of the genitourinary system(泌尿生殖系统异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0002151,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0002152,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0002153,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0002154,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0002155,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0002161,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0002162,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0002164,(Abnormality of the integument(体壁的异常));
HP:0002166,(Abnormality of the nervous system(神经系统异常));
HP:0002167,(Abnormality of the nervous system(神经系统异常));
HP:0002168,(Abnormality of the nervous system(神经系统异常));
HP:0002169,(Abnormality of the nervous system(神经系统异常));
HP:0002170,(Abnormality of the nervous system(神经系统异常));(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0002171,(Abnormality of the nervous system(神经系统异常));
HP:0002172,(Abnormality of the nervous system(神经系统异常));
HP:0002173,(Abnormality of the nervous system(神经系统异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0002174,(Abnormality of the nervous system(神经系统异常));
HP:0002176,(Abnormality of the nervous system(神经系统异常));
HP:0002179,(Abnormality of the nervous system(神经系统异常));(Abnormality of the musculature(肌肉组织异常));
HP:0002180,(Abnormality of the nervous system(神经系统异常));
HP:0002181,(Abnormality of the nervous system(神经系统异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0002183,(Abnormality of the nervous system(神经系统异常));
HP:0002185,(Abnormality of the nervous system(神经系统异常));
HP:0002186,(Abnormality of the nervous system(神经系统异常));
HP:0002187,(Abnormality of the nervous system(神经系统异常));
HP:0002188,(Abnormality of the nervous system(神经系统异常));
HP:0002189,(Abnormality of the nervous system(神经系统异常));
HP:0002190,(Abnormality of the nervous system(神经系统异常));
HP:0002191,(Abnormality of the nervous system(神经系统异常));(Abnormality of the musculature(肌肉组织异常));
HP:0002193,(Abnormality of the nervous system(神经系统异常));
HP:0002194,(Abnormality of the nervous system(神经系统异常));
HP:0002195,(Abnormality of the nervous system(神经系统异常));
HP:0002196,(Abnormality of the nervous system(神经系统异常));
HP:0002197,(Abnormality of the nervous system(神经系统异常));
HP:0002198,(Abnormality of the nervous system(神经系统异常));
HP:0002199,(Abnormality of the nervous system(神经系统异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0002200,(Abnormality of the nervous system(神经系统异常));
HP:0002202,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));(Abnormality of the respiratory system(呼吸系统异常));
HP:0002203,(Abnormality of the nervous system(神经系统异常));(Abnormality of the respiratory system(呼吸系统异常));(Abnormality of the musculature(肌肉组织异常));
HP:0002204,(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of the respiratory system(呼吸系统异常));
HP:0002205,(Abnormality of the respiratory system(呼吸系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0002206,(Abnormality of the respiratory system(呼吸系统异常));
HP:0002207,(Abnormality of the respiratory system(呼吸系统异常));
HP:0002208,(Abnormality of the integument(体壁的异常));
HP:0002209,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0002211,(Abnormality of the integument(体壁的异常));
HP:0002212,(Abnormality of the integument(体壁的异常));
HP:0002213,(Abnormality of the integument(体壁的异常));
HP:0002215,(Abnormality of the integument(体壁的异常));
HP:0002216,(Abnormality of the integument(体壁的异常));
HP:0002217,(Abnormality of the integument(体壁的异常));
HP:0002218,(Abnormality of the integument(体壁的异常));
HP:0002221,(Abnormality of the integument(体壁的异常));
HP:0002223,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0002224,(Abnormality of the integument(体壁的异常));
HP:0002225,(Abnormality of the integument(体壁的异常));
HP:0002226,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0002227,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0002229,(Abnormality of the integument(体壁的异常));
HP:0002230,(Abnormality of the integument(体壁的异常));
HP:0002231,(Abnormality of the integument(体壁的异常));
HP:0002232,(Abnormality of the integument(体壁的异常));
HP:0002234,(Abnormality of the integument(体壁的异常));
HP:0002235,(Abnormality of the integument(体壁的异常));
HP:0002239,(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of the digestive system(消化系统异常));
HP:0002240,(Abnormality of the digestive system(消化系统异常));
HP:0002242,(Abnormality of the digestive system(消化系统异常));
HP:0002243,(Abnormality of the digestive system(消化系统异常));
HP:0002244,(Abnormality of the digestive system(消化系统异常));
HP:0002245,(Abnormality of the digestive system(消化系统异常));
HP:0002247,(Abnormality of the digestive system(消化系统异常));
HP:0002248,(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of the digestive system(消化系统异常));
HP:0002249,(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of the digestive system(消化系统异常));
HP:0002250,(Abnormality of the digestive system(消化系统异常));
HP:0002251,(Abnormality of the nervous system(神经系统异常));(Abnormality of the digestive system(消化系统异常));
HP:0002253,(Abnormality of the digestive system(消化系统异常));
HP:0002254,(Abnormality of the digestive system(消化系统异常));
HP:0002257,(Abnormality of head and neck(头部和颈部的异常));
HP:0002263,(Abnormality of head and neck(头部和颈部的异常));
HP:0002265,(Abnormality of the ear(耳部异常));
HP:0002266,(Abnormality of the nervous system(神经系统异常));
HP:0002267,(Abnormality of the nervous system(神经系统异常));
HP:0002268,(Abnormality of the nervous system(神经系统异常));
HP:0002269,(Abnormality of the nervous system(神经系统异常));
HP:0002270,(Abnormality of the nervous system(神经系统异常));
HP:0002273,(Abnormality of the nervous system(神经系统异常));
HP:0002275,(Abnormality of the nervous system(神经系统异常));
HP:0002277,(Abnormality of the eye(眼部异常));(Abnormality of the nervous system(神经系统异常));
HP:0002280,(Abnormality of the nervous system(神经系统异常));
HP:0002282,(Abnormality of the nervous system(神经系统异常));
HP:0002283,(Abnormality of the nervous system(神经系统异常));
HP:0002286,(Abnormality of the integument(体壁的异常));
HP:0002289,(Abnormality of the integument(体壁的异常));
HP:0002290,(Abnormality of the integument(体壁的异常));
HP:0002292,(Abnormality of the integument(体壁的异常));
HP:0002293,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0002297,(Abnormality of the integument(体壁的异常));
HP:0002299,(Abnormality of the integument(体壁的异常));
HP:0002300,(Abnormality of the nervous system(神经系统异常));
HP:0002301,(Abnormality of the nervous system(神经系统异常));
HP:0002304,(Abnormality of the nervous system(神经系统异常));
HP:0002305,(Abnormality of the nervous system(神经系统异常));
HP:0002307,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the nervous system(神经系统异常));
HP:0002308,(Abnormality of the nervous system(神经系统异常));
HP:0002310,(Abnormality of the nervous system(神经系统异常));
HP:0002311,(Abnormality of the nervous system(神经系统异常));
HP:0002312,(Abnormality of the nervous system(神经系统异常));
HP:0002313,(Abnormality of the nervous system(神经系统异常));(Abnormality of the musculature(肌肉组织异常));
HP:0002314,(Abnormality of the nervous system(神经系统异常));
HP:0002315,(Abnormality of the nervous system(神经系统异常));
HP:0002317,(Abnormality of the nervous system(神经系统异常));
HP:0002321,(Abnormality of the ear(耳部异常));
HP:0002322,(Abnormality of the nervous system(神经系统异常));
HP:0002323,(Abnormality of the nervous system(神经系统异常));
HP:0002324,(Abnormality of the nervous system(神经系统异常));
HP:0002326,(Abnormality of the nervous system(神经系统异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0002329,(Abnormality of the nervous system(神经系统异常));
HP:0002331,(Abnormality of the nervous system(神经系统异常));
HP:0002333,(Abnormality of the nervous system(神经系统异常));
HP:0002334,(Abnormality of the nervous system(神经系统异常));
HP:0002335,(Abnormality of the nervous system(神经系统异常));
HP:0002339,(Abnormality of the nervous system(神经系统异常));
HP:0002340,(Abnormality of the nervous system(神经系统异常));
HP:0002342,(Abnormality of the nervous system(神经系统异常));
HP:0002344,(Abnormality of the nervous system(神经系统异常));
HP:0002345,(Abnormality of the nervous system(神经系统异常));
HP:0002346,(Abnormality of the nervous system(神经系统异常));
HP:0002350,(Abnormality of the nervous system(神经系统异常));
HP:0002352,(Abnormality of the nervous system(神经系统异常));
HP:0002353,(Abnormality of the nervous system(神经系统异常));
